seed,n,dt,n_train,n_test,fitted_a,fitted_a_plus_b,fitted_b,fitted_sigma2_inf,fitted_beta,test_mean_mae,test_var_mae,mean_w2_persistence,mean_w2_gaussian,mean_w2_jko,n_mean_pairs
27,800,0.05,12,8,0.9334754801372569,1.5715933466030396,0.6381178664657827,0.3512242274824083,0.5519816590771454,0.0064888930925153104,0.008187255750502075,0.04849755012009944,0.030910640298044786,nan,12
28,800,0.05,12,8,0.97914244168435,1.7549298685340475,0.7757874268496975,0.49897195726579696,0.8756607913666414,0.00833817532903857,0.023392556868942607,0.047989214543306374,0.03445636132330542,nan,12
29,800,0.05,12,8,0.8713097561107821,1.4371872565700228,0.5658775004592407,0.2159412838547432,0.3103480613234069,0.00653900055275361,0.01800106443590435,0.050843502726022435,0.03730538831486189,nan,12
30,800,0.05,12,8,0.9354459875476031,1.5677983369063055,0.6323523493587024,0.42969267715573845,0.6736714646255848,0.008535852819449206,0.0159857817415804,0.051122057275484384,0.033805658631211905,nan,12
31,800,0.05,12,8,1.029107161112332,1.5017984146116954,0.4726912534993635,0.35460853620420113,0.5325505374792432,0.008180231692965445,0.004616907292728456,0.05314018996797221,0.035602373642415586,nan,12
32,800,0.05,12,8,0.972702426755677,1.405444138274006,0.43274171151832896,0.3169522710992288,0.44545871152904476,0.006135767028482071,0.008762328810161035,0.053626515768524854,0.03517253759040262,nan,12
33,800,0.05,12,8,0.8958046267436098,1.5124416272697196,0.6166370005261098,0.35242062713382827,0.5330156267857024,0.006367227518130146,0.014716844973818338,0.05058559007807944,0.03440866733645928,nan,12
34,800,0.05,12,8,1.2170507603380503,1.4719273415553302,0.25487658121727996,0.364445704078601,0.5364375963456758,0.005308730509201047,0.00665603591664711,0.04836503252298499,0.031939429611908904,nan,12
35,800,0.05,12,8,0.9346490418924333,1.5679802165427417,0.6333311746503084,0.32743189841191633,0.5134067389749175,0.004070342065977596,0.013246571271173194,0.0506126829651762,0.03407763677728472,nan,12
36,800,0.05,12,8,1.0526352038067381,1.544808880260325,0.4921736764535869,0.3758952462757087,0.5806863144943567,0.005664047596564137,0.007941506316379673,0.04710376938040248,0.030973127575843112,nan,12
37,800,0.05,12,8,1.0906737790534855,1.5836405174910442,0.49296673843755867,0.44857834843891126,0.7103868478570754,0.007910001405184088,0.016050829102442613,0.050877661869521126,0.03535484578960918,nan,12
38,800,0.05,12,8,1.0123099984219137,1.6384114816073228,0.626101483185409,0.49379314481884806,0.8090363580101881,0.00797997570580676,0.018352090263370188,0.05506151246788732,0.04074539705833538,nan,12
39,800,0.05,12,8,1.0521828761766112,1.602633649361211,0.5504507731845998,0.40461140712827104,0.6484438559791558,0.005375144018959881,0.014440277690858927,0.04995212611372398,0.03495431814959881,nan,12
0,800,0.2,12,8,0.9848557078104623,1.4957482336847623,0.5108925258743,0.3466930333570993,0.5185654922746936,0.012465120519648827,0.015885001355017865,0.04297789566166742,0.0394116264098457,nan,12
1,800,0.2,12,8,1.0957997918998335,1.5822045048789761,0.4864047129791427,0.3510303617068029,0.5554018196418,0.011952352794489344,0.010087174842668412,0.04187573351627543,0.04080988651704237,nan,11
2,800,0.2,12,8,0.934229064875555,1.6261152079088341,0.6918861430332791,0.3419773448367926,0.556094561199392,0.010530173729976621,0.008675007974107543,0.03962915562307737,0.038437830166403064,nan,12
3,800,0.2,12,8,0.9975121230081038,1.428734584951385,0.4312224619432813,0.3132809774275016,0.4475953672580457,0.014035177115156859,0.009269297985593977,0.041059890299934815,0.041036183485764,nan,12
4,800,0.2,12,8,0.9551507942077159,1.546486087086859,0.5913352928791432,0.35562852911320214,0.5499745724447311,0.011733618617993623,0.013217504841419668,0.041161306280317986,0.04128257603962646,nan,12
5,800,0.2,12,8,0.8891183200873288,1.5843190870993242,0.6952007670119954,0.3372866101051015,0.5343696142125401,0.011722881937038146,0.018760128039977716,0.0414450734647889,0.03782977942267741,nan,12
6,800,0.2,12,8,1.0129175862492938,1.471867281920394,0.4589496956711001,0.33536445794411224,0.49361197316690675,0.007944571908643052,0.009069511050254886,0.03645468317826023,0.03465872467488532,nan,12
7,800,0.2,12,8,1.0658426629211768,1.5679387555948112,0.5020960926736344,0.3492090238159284,0.5475383622444255,0.012002708525678842,0.01065243953233181,0.03617926998437528,0.035657155966819454,nan,11
8,800,0.2,12,8,1.0201335813393313,1.527980066767433,0.5078464854281017,0.3290445663183749,0.5027735384126115,0.013340443979747912,0.017133691727079486,0.04312419988470722,0.04177386984274619,nan,12
9,800,0.2,12,8,0.985792470312107,1.494015769910463,0.508223299598356,0.3586927671830594,0.535892650724313,0.008656288764996172,0.014197752892343478,0.03769276635121259,0.03581802762865277,nan,12
10,800,0.2,12,8,1.093745246042203,1.5599642860734149,0.46621904003121184,0.35905975653678646,0.5601203967636023,0.008442057410422497,0.016857651729220734,0.043413669168530185,0.04160016087377412,nan,12
11,800,0.2,12,8,0.9815098568342474,1.548760199035443,0.5672503422011955,0.33784886681130816,0.5232468782065804,0.014757024810447442,0.00898431553880192,0.040769488076221175,0.03845533120060553,nan,12
12,800,0.2,12,8,0.9254980304244255,1.5763733359751868,0.6508753055507613,0.3537853419349228,0.5576977796850764,0.012744207686838576,0.017570555700693664,0.03936646190066641,0.03933370577411653,nan,12
13,800,0.2,12,8,1.0215083265119966,1.5614500193411063,0.5399416928291096,0.35951398069414797,0.5613631121082755,0.012218248757450343,0.014013379916812861,0.03564286513437673,0.03668232428042294,nan,12
14,800,0.2,12,8,0.9577217860730448,1.5421662258364532,0.5844444397634084,0.35520577706445,0.5477863526107875,0.013149407035069314,0.01077872794972793,0.040063001974744314,0.03845973067280435,nan,12
15,800,0.2,12,8,0.9525322039366954,1.565101695089906,0.6125694911532106,0.34450356272968563,0.5391831099927428,0.0077946479655593955,0.011838826724896993,0.041605843959169546,0.0397658285291672,nan,12
16,800,0.2,12,8,1.0615614737582892,1.5660133177278375,0.5044518439695482,0.3405745875585209,0.5333443397963091,0.01496123262034104,0.009962998879731233,0.044893101009096936,0.04152682277483774,nan,12
