mean_cos,std_cos,mean_cos2,mean_residual,mean_lambda,n_windows,dt,dgp
0.8219175285836998,0.042300075424144774,0.6773377201740254,0.32266227982597456,0.019915835873298517,12,0.02,true_mv
0.8740579641713744,0.05939092991431458,0.7675046072874946,0.23249539271250552,0.04808813173735967,12,0.05,true_mv
0.8341374837398212,0.14249247093312595,0.7160894460524282,0.28391055394757186,0.07547433267227228,12,0.1,true_mv
0.6028626808574247,0.39405344804656534,0.5187215318879882,0.48127846811201186,0.08956721755225076,12,0.2,true_mv
0.34499764125338667,0.49332784265783375,0.36239573281183285,0.6376042671881671,0.08118191102992213,12,0.4,true_mv
